player,total_hands,vpip_hands,pfr_hands,channels_played_count,months_played_count,channels_played,VPIP,PFR,heuristic_label,vpip_minus_pfr,cluster
blt,32294,11204,2096,3,29,"holdem,holdem1,holdemii",34.693751161206414,6.490369728122872,Fish,28.203381433083543,0
Calvert,32236,24225,3257,3,35,"holdem,holdem1,holdemii",75.14890184886463,10.103610869834966,Fish,65.04529097902966,2
JADC,32046,14517,2276,2,30,"holdem,holdem1",45.30050552331024,7.10229045746739,Fish,38.19821506584285,0
is314onu,31831,24844,817,2,19,"holdem,holdem1",78.04969997800886,2.5666802802299644,Fish,75.4830196977789,2
Rocky8,31036,9097,808,2,17,"holdem,holdem1",29.31112256734115,2.603428276839799,Fish,26.70769429050135,0
moose5,30139,15575,1578,1,8,holdem,51.67722883970934,5.235741066392382,Fish,46.441487773316965,2
sagerbot,30079,10958,5633,3,42,"holdem,holdem1,holdemii",36.43073240466771,18.72735130822168,LAG,17.703381096446027,0
Sonar,29675,17282,2370,2,13,"holdem,holdemii",58.23757371524852,7.986520640269587,Fish,50.25105307497893,2
DrkScrpin,28374,12543,4455,2,20,"holdem,holdem1",44.20596320575175,15.70099386762529,LAG,28.50496933812646,0
mozart,28242,13844,159,2,5,"holdem,holdem1",49.01919127540543,0.5629912895687275,Fish,48.4561999858367,0
Grizz,28114,16495,6979,2,40,"holdem,holdemii",58.67183609589528,24.82393113751156,LAG,33.84790495838372,3
Voyeur,27758,5160,2431,2,26,"holdem,holdem1",18.58923553570142,8.7578355789322,Rock,9.83139995676922,0
Drack,27728,12450,2436,3,39,"holdem,holdem1,holdemii",44.900461627236005,8.78534333525678,Fish,36.11511829197923,0
MacBeth,27442,12520,2662,3,41,"holdem,holdem1,holdemii",45.62349682967714,9.70045915020771,Fish,35.92303767946943,0
Pirate43,27057,4031,1034,2,16,"holdem,holdem1",14.89817792068596,3.821561887866357,Rock,11.076616032819604,0
wap,26703,5845,1241,2,22,"holdem,holdem1",21.88892633786466,4.647417893120623,Rock,17.24150844474404,0
TresEquis,26268,8566,3262,3,38,"holdem,holdem1,holdemii",32.61001979594945,12.418151362874982,Fish,20.191868433074468,0
gsr,26262,8105,1851,3,40,"holdem,holdem1,holdemii",30.86208209580382,7.048206534155814,Fish,23.813875561648008,0
wstsider,26129,7603,525,1,9,holdem,29.097937157947108,2.0092617398293084,Fish,27.0886754181178,0
CFigor,26036,12857,1010,3,60,"holdem,holdem1,holdemii",49.38162544169612,3.8792441235212793,Fish,45.50238131817484,0
kwikbot,25808,5648,1406,1,4,holdem,21.884686918784872,5.447923124612523,Rock,16.43676379417235,0
tvp,24955,9528,4651,3,41,"holdem,holdem1,holdemii",38.18072530554999,18.637547585654172,LAG,19.543177719895816,0
cousin,24716,6547,1408,3,64,"holdem,holdem1,holdemii",26.48891406376436,5.696714678750607,Fish,20.79219938501376,0
pokibot,24591,7657,3506,1,5,holdem,31.13740799479484,14.25724858688138,Fish,16.88015940791346,0
num,24383,10572,6299,3,32,"holdem,holdem1,holdemii",43.35807734897264,25.833572571053605,LAG,17.524504777919038,0
Jeff,24376,6888,1827,2,21,"holdem,holdem1",28.257302264522483,7.495077125041023,Fish,20.76222513948146,0
ile,24185,9659,2274,3,28,"holdem,holdem1,holdemii",39.937978085590245,9.40252222451933,Fish,30.535455861070915,0
Winner666,24067,12999,3321,2,27,"holdem,holdemii",54.01171728923422,13.798977853492334,Fish,40.21273943574189,2
donguy,23277,6146,2283,2,20,"holdem,holdem1",26.40374618722344,9.807964943936074,Fish,16.595781243287362,0
HIPSHOT,23145,9411,1524,2,24,"holdem,holdem1",40.66104990278678,6.584575502268308,Fish,34.07647440051847,0
Zag,23095,8224,3923,3,45,"holdem,holdem1,holdemii",35.60943927256982,16.986360684130762,LAG,18.62307858843906,0
OlHickory,22980,8576,4065,2,26,"holdem,holdem1",37.31940818102698,17.68929503916449,LAG,19.630113141862488,0
TripSixes,22879,7629,2188,3,57,"holdem,holdem1,holdemii",33.34498885440797,9.563355041741335,Fish,23.78163381266664,0
edc,22606,7947,839,2,28,"holdem,holdem1",35.15438379191365,3.711404052021587,Fish,31.442979739892067,0
