player,total_hands,vpip_hands,pfr_hands,channels_played_count,months_played_count,channels_played,VPIP,PFR,heuristic_label,vpip_minus_pfr,cluster
johno,1528,1047,200,2,16,"holdem,holdem1",68.52094240837697,13.089005235602096,Fish,55.43193717277487,2
Ixion,1527,412,228,2,4,"holdem,holdem1",26.981008513425014,14.931237721021612,Fish,12.049770792403402,0
DanTilkin,1526,451,115,2,9,"holdem,holdem1",29.55439056356488,7.536041939711664,Fish,22.01834862385321,0
Straw,1526,717,70,2,2,"holdem,holdem1",46.98558322411534,4.587155963302752,Fish,42.39842726081258,0
gordelian,1526,782,52,1,7,holdem,51.24508519003932,3.407601572739188,Fish,47.83748361730013,2
lsbg,1525,1166,466,1,3,holdem,76.45901639344262,30.557377049180328,LAG,45.90163934426229,3
Savannah,1524,436,182,2,4,"holdem,holdem1",28.60892388451444,11.94225721784777,Fish,16.666666666666664,0
K_Arthur,1521,913,227,2,6,"holdem,holdem1",60.02629848783695,14.92439184746877,Fish,45.10190664036818,2
JJJ,1521,561,63,1,8,holdem,36.883629191321496,4.142011834319527,Fish,32.74161735700197,0
junkman,1519,735,74,1,9,holdem,48.38709677419355,4.871626069782751,Fish,43.5154707044108,0
AcezFull,1519,498,100,2,4,"holdem,holdem1",32.784726793943385,6.583278472679395,Fish,26.20144832126399,0
godot,1519,794,193,1,4,holdem,52.27123107307439,12.705727452271232,Fish,39.56550362080316,2
HowlnWolf,1518,431,270,2,4,"holdem,holdem1",28.39262187088274,17.786561264822133,LAG,10.606060606060606,0
PatRiley,1518,446,245,1,2,holdem,29.38076416337286,16.13965744400527,LAG,13.24110671936759,0
Fatride,1517,524,108,2,12,"holdem,holdem1",34.54185893210283,7.119314436387607,Fish,27.422544495715226,0
JupSpeed,1516,504,140,1,1,holdem,33.24538258575198,9.234828496042216,Fish,24.010554089709768,0
dwallace,1516,322,96,1,13,holdem,21.240105540897098,6.33245382585752,Rock,14.907651715039576,0
Grum,1514,553,85,2,9,"holdem,holdem1",36.525759577278734,5.614266842800529,Fish,30.911492734478205,0
seamat,1514,955,362,1,2,holdem,63.0779392338177,23.91017173051519,LAG,39.167767503302514,3
robocop,1513,797,87,1,8,holdem,52.676801057501656,5.750165234633179,Fish,46.92663582286848,2
perch,1512,619,58,1,9,holdem,40.93915343915344,3.835978835978836,Fish,37.10317460317461,0
A_Hall,1510,1316,614,2,2,"holdem,holdem1",87.15231788079471,40.66225165562914,LAG,46.49006622516557,3
junkboy,1508,716,34,2,5,"holdem,holdem1",47.48010610079575,2.2546419098143238,Fish,45.22546419098143,0
dominator,1507,865,668,1,13,holdem,57.39880557398806,44.32647644326476,LAG,13.072329130723295,3
nobody,1506,699,210,1,14,holdem,46.41434262948207,13.94422310756972,Fish,32.47011952191235,0
shl,1506,437,142,1,11,holdem,29.01726427622842,9.428950863213812,Fish,19.58831341301461,0
doublezed,1505,939,213,1,3,holdem,62.39202657807309,14.152823920265782,Fish,48.23920265780731,2
AJ-sOOted,1505,734,317,1,2,holdem,48.77076411960133,21.06312292358804,LAG,27.70764119601329,0
Yamucharo,1504,988,72,1,9,holdem,65.69148936170212,4.787234042553192,Fish,60.90425531914893,2
tomoka,1503,631,34,1,4,holdem,41.98270126413839,2.262142381902861,Fish,39.72055888223553,0
D-BAG,1503,982,327,1,3,holdem,65.33599467731204,21.756487025948104,LAG,43.57950765136394,3
looser,1502,426,100,2,3,"holdem,holdemii",28.362183754993342,6.657789613848203,Fish,21.70439414114514,0
Chance00,1501,536,235,2,2,"holdem,holdem1",35.709526982011994,15.656229180546305,LAG,20.05329780146569,0
mogwat,1500,1010,116,1,3,holdem,67.33333333333333,7.733333333333333,Fish,59.6,2
NevadaJ,1500,731,227,2,6,"holdem,holdem1",48.73333333333333,15.133333333333333,LAG,33.6,0
daremosan,1500,680,193,1,4,holdem,45.33333333333333,12.866666666666667,Fish,32.46666666666666,0
Pkrwrld,1499,658,57,2,3,"holdem,holdemii",43.89593062041361,3.802535023348899,Fish,40.09339559706471,0
wx_1,1498,605,96,1,4,holdem,40.3871829105474,6.408544726301736,Fish,33.97863818424566,0
Queenie,1496,369,124,2,3,"holdem,holdem1",24.66577540106952,8.288770053475936,Rock,16.37700534759358,0
Sabu,1496,390,118,1,8,holdem,26.069518716577537,7.887700534759358,Fish,18.18181818181818,0
Asakaze,1495,1017,197,2,7,"holdem,holdem1",68.02675585284281,13.177257525083611,Fish,54.8494983277592,2
CrAzY,1495,723,540,2,3,"holdem,holdem1",48.36120401337793,36.12040133779264,LAG,12.240802675585286,3
RiverMo,1494,1354,1313,2,7,"holdem,holdem1",90.62918340026772,87.88487282463187,LAG,2.744310575635865,1
c_colby,1494,467,204,1,6,holdem,31.25836680053548,13.654618473895583,Fish,17.603748326639895,0
Chimera,1494,824,175,1,9,holdem,55.15394912985274,11.713520749665328,Fish,43.44042838018741,2
fibonacci,1494,281,47,1,3,holdem,18.80856760374833,3.145917001338688,Rock,15.662650602409638,0
walter,1493,590,186,2,15,"holdem,holdem1",39.51774949765572,12.45813797722706,Fish,27.05961152042866,0
nils,1492,494,122,2,10,"holdem,holdem1",33.10991957104557,8.176943699731904,Fish,24.93297587131367,0
Mooch,1492,674,60,1,12,holdem,45.17426273458445,4.021447721179625,Fish,41.152815013404826,0
macleod,1492,995,351,1,2,holdem,66.68900804289544,23.5254691689008,LAG,43.16353887399464,3
sager[1],1491,576,230,2,5,"holdem,holdemii",38.6317907444668,15.425888665325283,LAG,23.205902079141516,0
oejsushi,1491,517,189,2,2,"holdem,holdem1",34.6747149564051,12.676056338028168,Fish,21.99865861837693,0
cho,1490,603,377,1,2,holdem,40.46979865771812,25.302013422818792,LAG,15.16778523489933,0
hasheroo,1490,541,243,1,3,holdem,36.30872483221477,16.308724832214764,LAG,20.0,0
PhatMonky,1489,492,31,2,2,"holdem,holdem1",33.04231027535259,2.0819341840161183,Fish,30.96037609133647,0
Magdirag,1488,553,98,2,6,"holdem,holdem1",37.163978494623656,6.586021505376344,Fish,30.577956989247312,0
RR2,1487,366,104,1,1,holdem,24.6133154001345,6.99394754539341,Rock,17.61936785474109,0
ACC,1486,547,247,1,9,holdem,36.81022880215343,16.621803499327054,LAG,20.188425302826374,0
Yosh,1486,709,326,1,5,holdem,47.71197846567968,21.93808882907133,LAG,25.77388963660835,0
trips,1485,712,67,1,5,holdem,47.946127946127945,4.511784511784512,Fish,43.43434343434343,0
drseuss,1483,1101,216,2,8,"holdem,holdem1",74.24140256237357,14.565070802427512,Fish,59.67633175994605,2
aem,1483,456,34,2,3,"holdem,holdemii",30.74848280512475,2.2926500337154416,Fish,28.455832771409305,0
Amy,1482,1108,59,2,8,"holdem,holdem1",74.7638326585695,3.98110661268556,Fish,70.78272604588393,2
thit,1481,710,94,2,4,"holdem,holdem1",47.94058068872384,6.347062795408507,Fish,41.59351789331533,0
Shazam,1481,526,129,1,2,holdem,35.51654287643484,8.710330857528698,Fish,26.806212018906145,0
MJB,1480,529,211,1,2,holdem,35.74324324324324,14.256756756756756,Fish,21.486486486486484,0
whammie,1480,714,190,1,9,holdem,48.24324324324324,12.837837837837837,Fish,35.4054054054054,0
heha,1479,966,208,2,2,"holdem,holdemii",65.31440162271805,14.063556457065584,Fish,51.250845165652464,2
DavidK,1476,451,143,2,10,"holdem,holdem1",30.55555555555556,9.688346883468837,Fish,20.86720867208672,0
TheJoker,1476,320,114,2,6,"holdem,holdem1",21.680216802168022,7.723577235772358,Rock,13.956639566395664,0
jamba,1475,1124,79,2,11,"holdem,holdem1",76.20338983050847,5.3559322033898304,Fish,70.84745762711864,2
Meteorite,1474,583,215,2,1,"holdem,holdem1",39.55223880597015,14.58616010854817,Fish,24.966078697421977,0
LarryS,1473,436,77,2,23,"holdem,holdem1",29.59945689069925,5.227427019687712,Fish,24.37202987101154,0
canary,1473,637,140,2,2,"holdem,holdem1",43.245078071961984,9.504412763068569,Fish,33.74066530889342,0
Russ101,1473,1131,87,1,10,holdem,76.78207739307535,5.906313645621181,Fish,70.87576374745417,2
DrBob,1472,589,62,2,11,"holdem,holdem1",40.01358695652174,4.211956521739131,Fish,35.80163043478261,0
Atticus,1471,523,79,2,3,"holdem,holdem1",35.55404486743712,5.370496261046907,Fish,30.18354860639021,0
Yabs,1471,512,35,1,4,holdem,34.80625424881033,2.379333786539769,Fish,32.426920462270566,0
Drifter,1469,715,250,2,1,"holdem,holdem1",48.67256637168141,17.018379850238258,LAG,31.654186521443155,0
radarset,1469,710,89,2,7,"holdem,holdem1",48.33219877467665,6.05854322668482,Fish,42.27365554799183,0
Jay,1468,863,49,1,14,holdem,58.787465940054496,3.337874659400545,Fish,55.44959128065395,2
Carreras,1468,294,65,2,10,"holdem,holdem1",20.02724795640327,4.427792915531335,Rock,15.599455040871934,0
RaiseIt,1467,872,295,1,11,holdem,59.44103612815269,20.10906612133606,LAG,39.33197000681663,2
Vandalay,1466,611,125,1,3,holdem,41.67803547066848,8.526603001364256,Fish,33.151432469304225,0
raff,1466,1321,809,2,2,"holdem,holdem1",90.10914051841746,55.18417462482946,LAG,34.924965893588,1
MaKaHi,1465,774,193,2,6,"holdem,holdem1",52.83276450511946,13.1740614334471,Fish,39.65870307167236,2
Aleph_T,1465,555,18,2,5,"holdem,holdem1",37.8839590443686,1.228668941979522,Fish,36.655290102389074,0
ganbaru,1464,610,165,1,5,holdem,41.66666666666667,11.270491803278688,Fish,30.396174863387984,0
Dogfart,1464,914,688,2,17,"holdem,holdem1",62.43169398907104,46.99453551912568,LAG,15.437158469945352,3
Gallivant,1463,467,120,1,2,holdem,31.92071086807929,8.202323991797677,Fish,23.718386876281613,0
Cuda,1463,625,103,1,3,holdem,42.720437457279566,7.040328092959672,Fish,35.6801093643199,0
ledj,1463,1168,699,1,22,holdem,79.83595352016405,47.77853725222146,LAG,32.05741626794259,3
ChipsAhoy,1462,836,130,1,2,holdem,57.18194254445964,8.891928864569083,Fish,48.29001367989056,2
sancho,1461,410,150,1,10,holdem,28.06297056810404,10.26694045174538,Fish,17.796030116358658,0
Floorman,1461,717,77,2,9,"holdem,holdem1",49.07597535934292,5.270362765229296,Fish,43.805612594113626,0
INDIANA,1461,725,146,1,7,holdem,49.62354551676933,9.99315537303217,Fish,39.63039014373716,0
Lerche,1460,914,172,2,5,"holdem,holdem1",62.6027397260274,11.78082191780822,Fish,50.82191780821918,2
gopher,1460,731,301,2,8,"holdem,holdem1",50.06849315068494,20.616438356164384,LAG,29.452054794520556,0
asdfjk1,1460,812,164,1,12,holdem,55.61643835616439,11.232876712328768,Fish,44.38356164383562,2
Arby,1460,552,33,1,4,holdem,37.80821917808219,2.26027397260274,Fish,35.54794520547945,0
jldude,1459,678,93,2,3,"holdem,holdem1",46.47018505825909,6.374228923920494,Fish,40.09595613433859,0
jb_sd,1459,599,244,2,8,"holdem,holdem1",41.055517477724464,16.72378341329678,LAG,24.331734064427685,0
Raven56,1459,847,112,1,6,holdem,58.05346127484579,7.676490747087046,Fish,50.37697052775874,2
MatCauthn,1455,595,222,2,8,"holdem,holdem1",40.893470790378,15.257731958762887,LAG,25.635738831615114,0
Daneel,1455,740,210,1,10,holdem,50.85910652920962,14.432989690721648,Fish,36.42611683848797,0
Ladnar,1455,667,113,2,15,"holdem,holdem1",45.84192439862543,7.766323024054983,Fish,38.07560137457045,0
TD30,1455,385,32,1,7,holdem,26.46048109965636,2.1993127147766325,Fish,24.261168384879728,0
Pablo,1453,440,73,2,10,"holdem,holdem1",30.282174810736407,5.024088093599449,Fish,25.25808671713696,0
HMS,1452,528,125,2,8,"holdem,holdem1",36.36363636363637,8.608815426997245,Fish,27.75482093663912,0
JustABozo,1451,818,156,2,11,"holdem,holdem1",56.37491385251551,10.75120606478291,Fish,45.6237077877326,2
suckfish^,1450,614,145,1,4,holdem,42.3448275862069,10.0,Fish,32.3448275862069,0
RicRock,1447,991,303,2,5,"holdem,holdem1",68.48652384243262,20.939875604699377,LAG,47.54664823773324,3
beavdogg,1446,245,133,1,3,holdem,16.9432918395574,9.197786998616875,Rock,7.745504840940525,0
dmorr,1445,384,170,1,6,holdem,26.574394463667826,11.76470588235294,Fish,14.809688581314882,0
monkey,1444,497,332,1,5,holdem,34.418282548476455,22.99168975069252,LAG,11.426592797783936,0
Jokerman,1442,607,115,1,7,holdem,42.09431345353675,7.975034674063801,Fish,34.11927877947295,0
g112,1440,817,4,1,8,holdem,56.73611111111111,0.2777777777777778,Fish,56.45833333333333,2
POKER_D,1439,839,74,1,4,holdem,58.30437804030577,5.142460041695622,Fish,53.16191799861015,2
Mooski,1438,523,236,2,7,"holdem,holdem1",36.36995827538247,16.411682892906814,LAG,19.95827538247566,0
Driver,1437,651,160,1,10,holdem,45.3027139874739,11.134307585247043,Fish,34.16840640222686,0
jazzy,1436,773,192,1,10,holdem,53.83008356545961,13.370473537604456,Fish,40.45961002785515,2
Sylvie,1435,553,111,2,4,"holdem,holdem1",38.53658536585366,7.735191637630661,Fish,30.801393728223,0
quang,1434,850,502,1,14,holdem,59.2747559274756,35.00697350069736,LAG,24.26778242677824,3
Morticia,1433,691,449,1,1,holdem,48.22051639916259,31.332868108862527,LAG,16.887648290300064,3
dralex,1433,802,372,1,2,holdem,55.966503838101886,25.95952547103978,LAG,30.006978367062107,3
gsr[0],1432,469,67,1,5,holdem,32.7513966480447,4.67877094972067,Fish,28.072625698324025,0
Critters,1431,471,78,2,3,"holdem,holdem1",32.914046121593294,5.450733752620545,Fish,27.46331236897275,0
iota,1431,868,101,1,9,holdem,60.65688329839273,7.058001397624039,Fish,53.59888190076869,2
ruth,1429,546,81,2,8,"holdem,holdemii",38.20853743876837,5.668299510146956,Fish,32.54023792862141,0
jsx,1428,519,39,2,7,"holdem,holdem1",36.344537815126046,2.73109243697479,Fish,33.613445378151255,0
Hook,1428,637,44,2,16,"holdem,holdem1",44.6078431372549,3.081232492997199,Fish,41.5266106442577,0
Vexas,1428,510,48,1,13,holdem,35.714285714285715,3.361344537815126,Fish,32.35294117647059,0
Vagar,1427,608,68,2,3,"holdem,holdem1",42.606867554309744,4.7652417659425375,Fish,37.84162578836721,0
Bigd,1426,534,90,1,4,holdem,37.44740532959327,6.311360448807854,Fish,31.136044880785413,0
HOWLER1,1425,522,120,1,6,holdem,36.63157894736842,8.421052631578947,Fish,28.210526315789476,0
lavon,1424,702,382,2,5,"holdem,holdem1",49.29775280898877,26.825842696629216,LAG,22.471910112359552,3
rotgut,1423,346,70,1,12,holdem,24.31482782853127,4.919184820801124,Rock,19.395643007730147,0
carnalito,1423,845,141,2,4,"holdem,holdem1",59.381588193956425,9.908643710470836,Fish,49.47294448348559,2
Stubbs,1423,688,54,1,4,holdem,48.3485593815882,3.794799718903725,Fish,44.55375966268447,0
WildCard,1423,828,255,1,5,holdem,58.18692902319045,17.919887561489812,LAG,40.26704146170063,2
TBell,1419,453,180,1,3,holdem,31.92389006342495,12.684989429175475,Fish,19.238900634249475,0
StMroller,1417,611,269,1,9,holdem,43.11926605504588,18.98376852505293,LAG,24.135497529992943,0
PKGOD,1414,831,253,2,3,"holdem,holdem1",58.76944837340877,17.892503536067892,LAG,40.87694483734088,2
KevinJ,1414,924,194,1,7,holdem,65.34653465346535,13.71994342291372,Fish,51.62659123055164,2
Thresh,1414,632,121,1,8,holdem,44.6958981612447,8.557284299858557,Fish,36.13861386138614,0
Shadai,1412,628,75,2,5,"holdem,holdem1",44.47592067988669,5.311614730878187,Fish,39.16430594900851,0
Issy,1412,1240,49,1,1,holdem,87.81869688385268,3.4702549575070822,Fish,84.3484419263456,2
Rounder81,1412,656,203,1,5,holdem,46.45892351274787,14.376770538243628,Fish,32.08215297450425,0
jimster,1411,710,416,2,11,"holdem,holdemii",50.318922749822825,29.4826364280652,LAG,20.836286321757623,3
Malish,1409,1252,238,1,5,holdem,88.85734563520226,16.891412349183817,LAG,71.96593328601844,2
small,1409,581,219,1,5,holdem,41.234918381831086,15.54293825408091,LAG,25.691980127750178,0
phry,1408,725,172,1,7,holdem,51.49147727272727,12.215909090909092,Fish,39.27556818181818,2
Yo_Pauly,1408,499,128,2,10,"holdem,holdem1",35.440340909090914,9.090909090909092,Fish,26.34943181818182,0
janiebeth,1408,654,84,2,7,"holdem,holdem1",46.44886363636363,5.965909090909091,Fish,40.48295454545454,0
Scot,1408,376,183,1,3,holdem,26.704545454545453,12.997159090909092,Fish,13.707386363636362,0
CardMstr,1407,1297,314,1,3,holdem,92.181947405828,22.316986496090973,LAG,69.86496090973702,3
perfect1,1407,482,194,1,1,holdem,34.25728500355366,13.78820184790334,Fish,20.469083155650324,0
money,1406,1118,249,2,6,"holdem,holdemii",79.51635846372689,17.70981507823613,LAG,61.80654338549076,2
GeneralHQ,1405,825,67,1,7,holdem,58.718861209964416,4.7686832740213525,Fish,53.95017793594306,2
hold-it13,1404,731,116,2,2,"holdem,holdem1",52.06552706552706,8.262108262108262,Fish,43.8034188034188,2
quadcap,1403,648,218,2,3,"holdem,holdemii",46.18674269422666,15.538132573057734,LAG,30.648610121168925,0
TimHix,1402,1049,64,2,5,"holdem,holdem1",74.82168330955777,4.56490727532097,Fish,70.2567760342368,2
lobo,1402,571,123,1,4,holdem,40.727532097004286,8.773181169757489,Fish,31.9543509272468,0
ictman,1402,846,122,1,5,holdem,60.342368045649074,8.7018544935806,Fish,51.64051355206848,2
chkit,1401,586,44,1,2,holdem,41.82726623840114,3.140613847251963,Fish,38.68665239114917,0
ray,1401,625,110,1,7,holdem,44.610992148465385,7.851534618129907,Fish,36.75945753033548,0
Servo,1400,581,56,2,7,"holdem,holdem1",41.5,4.0,Fish,37.5,0
droopy,1399,568,88,2,8,"holdem,holdem1",40.60042887776984,6.290207290922087,Fish,34.310221586847746,0
eweevil,1399,563,197,1,4,holdem,40.24303073624017,14.081486776268765,Fish,26.161543959971407,0
Tiler,1398,850,78,1,4,holdem,60.80114449213162,5.579399141630901,Fish,55.22174535050072,2
dali,1398,726,102,1,3,holdem,51.931330472103,7.296137339055794,Fish,44.6351931330472,2
saku,1393,687,32,2,2,"holdem,holdem1",49.31801866475233,2.297200287150036,Fish,47.020818377602296,0
buitre,1393,1005,28,2,3,"holdem,holdem1",72.14644651830582,2.010050251256281,Fish,70.13639626704955,2
Gelguy,1393,788,49,2,2,"holdem,holdem1",56.568557071069634,3.5175879396984926,Fish,53.05096913137114,2
cadillac,1392,555,209,1,5,holdem,39.87068965517241,15.014367816091951,LAG,24.856321839080454,0
B52,1391,750,120,2,7,"holdem,holdem1",53.91804457225018,8.626887131560029,Fish,45.29115744069016,2
Gazda,1390,39,27,2,3,"holdem,holdem1",2.805755395683453,1.9424460431654675,Rock,0.8633093525179856,0
or1,1389,401,233,1,5,holdem,28.86969042476602,16.774658027357813,LAG,12.095032397408207,0
stv6,1389,499,48,2,4,"holdem,holdem1",35.92512598992081,3.455723542116631,Fish,32.46940244780418,0
Machine,1388,519,42,1,5,holdem,37.39193083573487,3.025936599423631,Fish,34.36599423631124,0
Tornado,1388,368,107,2,2,"holdem,holdem1",26.51296829971181,7.708933717579251,Fish,18.80403458213257,0
RvrChasr,1388,651,183,2,13,"holdem,holdem1",46.90201729106629,13.184438040345825,Fish,33.71757925072046,0
falcon144,1388,1182,200,1,4,holdem,85.15850144092218,14.409221902017292,Fish,70.74927953890489,2
Coreen,1387,546,33,1,2,holdem,39.36553713049747,2.3792357606344625,Fish,36.98630136986301,0
potmo,1385,418,147,2,3,"holdem,holdem1",30.180505415162457,10.613718411552346,Fish,19.56678700361011,0
Cutegirl,1384,733,43,1,2,holdem,52.96242774566474,3.106936416184971,Fish,49.85549132947977,2
{Gambler},1384,488,113,2,8,"holdem,holdem1",35.26011560693642,8.164739884393063,Fish,27.095375722543352,0
adventure,1383,1007,283,2,4,"holdem,holdemii",72.81272595806219,20.46276211135213,LAG,52.34996384671005,3
ahriman,1383,523,169,2,10,"holdem,holdemii",37.81634128705712,12.219812002892263,Fish,25.59652928416486,0
Mitch,1383,635,228,1,4,holdem,45.91467823571945,16.48590021691974,LAG,29.428778018799708,0
AcesUp,1382,409,147,2,16,"holdem,holdem1",29.594790159189586,10.636758321273517,Fish,18.958031837916067,0
Brian17,1382,831,141,1,2,holdem,60.13024602026049,10.20260492040521,Fish,49.92764109985528,2
Thunder,1382,480,168,2,4,"holdem,holdem1",34.73227206946454,12.156295224312592,Fish,22.57597684515195,0
gt,1382,639,91,1,2,holdem,46.23733719247468,6.58465991316932,Fish,39.65267727930536,0
Ang^el,1382,729,93,1,2,holdem,52.74963820549928,6.729377713458755,Fish,46.02026049204052,2
Mr_X,1380,485,240,1,8,holdem,35.14492753623188,17.391304347826086,LAG,17.753623188405797,0
Huevos,1379,684,165,2,4,"holdem,holdemii",49.60116026105874,11.965192168237854,Fish,37.63596809282088,0
Deichkind,1377,545,156,1,4,holdem,39.57879448075526,11.328976034858387,Fish,28.24981844589688,0
gmblermn,1376,941,374,2,12,"holdem,holdem1",68.38662790697676,27.180232558139533,LAG,41.20639534883722,3
dreyton00,1375,722,230,1,5,holdem,52.50909090909091,16.727272727272727,LAG,35.78181818181818,2
sobar,1375,547,47,1,7,holdem,39.78181818181818,3.418181818181818,Fish,36.36363636363636,0
TheOx,1375,397,106,1,3,holdem,28.87272727272727,7.709090909090908,Fish,21.163636363636364,0
Queenly,1374,783,257,1,4,holdem,56.98689956331878,18.704512372634643,LAG,38.28238719068413,2
MOTOMAN,1373,894,63,1,4,holdem,65.1128914785142,4.588492352512746,Fish,60.524399126001455,2
Pax_57,1373,458,140,2,2,"holdem,holdem1",33.35761107064821,10.196649672250546,Fish,23.160961398397667,0
PerlBoy,1373,284,114,1,1,holdem,20.68463219227968,8.30298616168973,Rock,12.381646030589948,0
Jak,1372,747,119,1,1,holdem,54.44606413994168,8.673469387755102,Fish,45.77259475218658,2
Len1,1372,861,118,1,4,holdem,62.755102040816325,8.60058309037901,Fish,54.154518950437314,2
xx,1372,600,152,1,4,holdem,43.731778425655975,11.078717201166182,Fish,32.65306122448979,0
Sas-Taps,1372,533,231,1,6,holdem,38.84839650145773,16.83673469387755,LAG,22.01166180758018,0
PoloGolf2,1371,293,36,1,2,holdem,21.37126185266229,2.62582056892779,Rock,18.7454412837345,0
Mustang65,1370,964,265,2,5,"holdem,holdem1",70.36496350364963,19.34306569343066,LAG,51.021897810218974,2
verde,1369,486,46,1,4,holdem,35.50036523009496,3.3601168736303872,Fish,32.14024835646457,0
atxspies,1369,881,168,2,2,"holdem,holdem1",64.35354273192111,12.27173119065011,Fish,52.081811541271,2
RootAccou,1368,764,505,1,5,holdem,55.84795321637427,36.91520467836257,LAG,18.9327485380117,3
schneid2,1367,536,130,1,8,holdem,39.20994879297732,9.509875640087785,Fish,29.700073152889537,0
rodney,1366,1130,304,1,12,holdem,82.72327964860908,22.25475841874085,LAG,60.46852122986823,3
jinjili,1364,1087,67,1,8,holdem,79.69208211143695,4.912023460410557,Fish,74.7800586510264,2
shmoo[0],1364,360,188,2,1,"holdem,holdemii",26.39296187683284,13.78299120234604,Fish,12.609970674486805,0
Spork,1364,569,113,2,3,"holdem,holdem1",41.71554252199414,8.284457478005864,Fish,33.43108504398828,0
l2wh2l,1363,575,157,1,4,holdem,42.18635363169479,11.518708730741013,Fish,30.667644900953785,0
XRaYSpeX,1363,1200,140,1,2,holdem,88.0410858400587,10.271460014673512,Fish,77.76962582538519,2
Joshua,1363,402,101,1,7,holdem,29.49376375641966,7.410124724871607,Fish,22.083639031548053,0
BubbaZ,1361,559,266,1,10,holdem,41.07274063188832,19.544452608376197,LAG,21.52828802351212,0
pier,1361,801,104,1,6,holdem,58.853783982365904,7.6414401175606175,Fish,51.21234386480528,2
Icy,1360,675,36,1,3,holdem,49.63235294117647,2.647058823529412,Fish,46.98529411764706,0
calmo,1360,1146,292,1,6,holdem,84.26470588235294,21.47058823529412,LAG,62.794117647058826,3
Ozob,1360,687,121,1,2,holdem,50.51470588235294,8.897058823529411,Fish,41.61764705882353,0
BlueEyes,1358,926,66,1,6,holdem,68.18851251840942,4.860088365243005,Fish,63.32842415316642,2
barfy99,1357,661,144,1,3,holdem,48.71039056742815,10.611643330876934,Fish,38.09874723655122,0
danho,1357,382,81,1,7,holdem,28.15033161385409,5.969049373618276,Fish,22.181282240235813,0
r00lnot,1357,527,129,2,7,"holdem,holdem1",38.83566691230656,9.50626381724392,Fish,29.32940309506264,0
Phantom75,1357,583,50,2,2,"holdem,holdem1",42.96241709653648,3.684598378776714,Fish,39.27781871775976,0
jacques,1357,395,68,2,6,"holdem,holdem1",29.10832719233604,5.0110537951363305,Fish,24.097273397199707,0
Lo_Bianco,1356,875,12,2,2,"holdem,holdemii",64.52802359882006,0.8849557522123894,Fish,63.643067846607664,2
AutoRaise,1356,822,134,1,6,holdem,60.61946902654868,9.882005899705016,Fish,50.737463126843664,2
crazyldy,1355,595,25,1,5,holdem,43.91143911439114,1.8450184501845015,Fish,42.06642066420664,0
HERNTDAWG,1354,547,108,2,9,"holdem,holdem1",40.398818316100446,7.976366322008863,Fish,32.42245199409158,0
J-Man,1354,486,18,1,7,holdem,35.89364844903989,1.329394387001477,Fish,34.56425406203841,0
twisty,1353,850,485,2,4,"holdem,holdem1",62.82335550628233,35.846267553584624,LAG,26.97708795269771,3
adwoa,1353,378,87,2,2,"holdem,holdem1",27.93791574279379,6.430155210643015,Fish,21.507760532150776,0
mkong55,1353,494,212,1,5,holdem,36.51145602365114,15.668883961566888,LAG,20.84257206208425,0
Snofablf,1353,740,318,1,1,holdem,54.69327420546932,23.503325942350333,LAG,31.18994826311899,3
Milkshake,1351,549,158,1,2,holdem,40.63656550703183,11.695040710584752,Fish,28.94152479644708,0
kismet,1351,810,168,1,4,holdem,59.95558845299777,12.43523316062176,Fish,47.52035529237601,2
trader,1349,461,124,1,5,holdem,34.173461823573014,9.191994069681249,Fish,24.981467753891767,0
Janne,1349,360,156,2,2,"holdem,holdem1",26.686434395848774,11.564121571534471,Fish,15.122312824314308,0
Prufessor,1348,589,306,1,2,holdem,43.69436201780415,22.700296735905045,LAG,20.994065281899108,0
mippi,1348,832,9,1,4,holdem,61.72106824925816,0.6676557863501483,Fish,61.053412462908014,2
Hermit,1348,714,319,2,8,"holdem,holdem1",52.967359050445104,23.664688427299705,LAG,29.3026706231454,3
KGB_Bot,1348,519,29,1,3,holdem,38.50148367952522,2.1513353115727005,Fish,36.35014836795252,0
fuh_how,1348,456,211,2,11,"holdem,holdem1",33.82789317507419,15.652818991097922,LAG,18.175074183976264,0
PKE,1346,765,92,2,2,"holdem,holdem1",56.835066864784544,6.8350668647845465,Fish,50.0,2
Lasse,1345,428,28,1,5,holdem,31.82156133828996,2.0817843866171004,Fish,29.73977695167286,0
Racer-X,1345,211,49,1,4,holdem,15.687732342007434,3.643122676579925,Rock,12.044609665427508,0
Quetzal,1345,482,173,1,14,holdem,35.8364312267658,12.862453531598511,Fish,22.973977695167285,0
feckless,1344,384,91,1,2,holdem,28.57142857142857,6.770833333333333,Fish,21.80059523809524,0
Liver,1344,675,21,1,3,holdem,50.22321428571429,1.5625,Fish,48.66071428571429,0
LIO2ME,1344,633,145,1,5,holdem,47.098214285714285,10.788690476190476,Fish,36.30952380952381,0
marki,1343,620,175,1,10,holdem,46.16530156366344,13.030528667163068,Fish,33.13477289650037,0
Frosty,1343,589,177,1,8,holdem,43.857036485480265,13.179448994787789,Fish,30.67758749069248,0
Lon,1342,483,166,1,2,holdem,35.991058122205665,12.369597615499254,Fish,23.621460506706413,0
MarkyMark,1342,351,83,2,2,"holdem,holdem1",26.154992548435168,6.184798807749627,Fish,19.97019374068554,0
holycow,1342,845,59,2,4,"holdem,holdem1",62.96572280178837,4.396423248882265,Fish,58.56929955290611,2
